session_id,student_id,mentor_id,subject,style_match,schedule_overlap,duration_minutes,rating
SES47006,S1514,M129,Web Development,0,5,40,3
SES47007,S1049,M25,Database Systems,0,0,36,2
SES47008,S1596,M61,Operating Systems,0,1,31,1
SES47009,S1282,M78,Python,0,2,37,1
SES47010,S2628,M86,Python,1,1,41,2
SES47011,S4733,M16,Statistics,0,2,46,3
SES47012,S4376,M133,Statistics,1,3,68,5
SES47013,S593,M29,Data Structures,0,3,23,1
SES47014,S300,M84,Operating Systems,0,2,50,3
SES47015,S1599,M30,Data Structures,0,2,37,2
SES47016,S2415,M125,Java,1,3,55,5
SES47017,S3598,M194,Computer Networks,0,0,32,2
SES47018,S3404,M85,Statistics,0,2,53,3
SES47019,S4049,M159,Java,0,3,34,2
SES47020,S2237,M113,Python,0,4,43,2
SES47021,S2987,M54,Calculus,0,1,50,3
SES47022,S2971,M91,Statistics,1,3,48,3
SES47023,S3337,M59,Database Systems,0,1,34,2
SES47024,S2993,M66,Database Systems,0,1,33,2
SES47025,S2611,M59,Data Structures,0,1,49,4
SES47026,S4603,M20,Machine Learning,0,3,49,3
SES47027,S1750,M19,Python,0,1,38,2
SES47028,S3554,M186,Data Structures,0,4,43,2
SES47029,S1140,M35,Machine Learning,0,0,32,2
SES47030,S1886,M26,Operating Systems,0,2,57,4
SES47031,S1469,M82,Web Development,0,1,48,4
SES47032,S436,M53,Web Development,1,1,52,4
SES47033,S4282,M63,Calculus,0,1,32,1
SES47034,S1922,M6,Operating Systems,1,1,49,4
SES47035,S2634,M112,Data Structures,0,1,45,2
SES47036,S3312,M129,Web Development,0,2,39,2
SES47037,S595,M50,Operating Systems,1,2,61,5
SES47038,S2844,M135,Computer Networks,1,1,50,4
SES47039,S4906,M80,Statistics,0,2,46,2
SES47040,S4278,M189,Web Development,1,3,47,3
SES47041,S4137,M106,Java,1,0,66,5
SES47042,S4867,M79,Web Development,0,2,31,2
SES47043,S4374,M146,Operating Systems,0,2,40,3
SES47044,S2985,M24,Data Structures,1,2,35,2
SES47045,S1150,M20,Java,1,3,61,5
SES47046,S1404,M117,Java,0,1,57,5
SES47047,S579,M183,Java,0,0,35,1
SES47048,S3518,M196,Data Structures,0,1,38,1
SES47049,S4206,M34,Operating Systems,0,1,26,1
SES47050,S2742,M158,Calculus,0,1,38,1
SES47051,S4513,M108,Computer Networks,1,0,35,2
SES47052,S1890,M167,Java,0,0,43,2
SES47053,S1319,M6,Operating Systems,0,3,24,1
SES47054,S4535,M27,Data Structures,0,2,45,2
SES47055,S1921,M90,Data Structures,1,2,55,5
SES47056,S2121,M64,Data Structures,0,3,39,2
SES47057,S2516,M97,Python,0,2,30,1
SES47058,S786,M24,Data Structures,1,3,61,4
SES47059,S969,M155,Java,0,2,59,5
SES47060,S1655,M62,Operating Systems,0,1,31,1
SES47061,S4925,M20,Data Structures,0,2,29,1
SES47062,S2749,M5,Data Structures,0,1,51,3
SES47063,S2461,M48,Python,0,1,40,3
SES47064,S3620,M151,Computer Networks,0,0,39,2
SES47065,S884,M38,Java,0,3,36,2
SES47066,S1872,M48,Python,1,0,69,5
SES47067,S4619,M5,Machine Learning,1,1,43,3
SES47068,S3245,M19,Web Development,0,4,23,1
SES47069,S1121,M188,Java,0,0,63,5
SES47070,S769,M74,Python,1,2,61,5
SES47071,S4899,M77,Database Systems,0,1,52,4
SES47072,S4345,M132,Python,0,4,53,4
SES47073,S1412,M48,Python,1,1,50,3
SES47074,S3352,M68,Statistics,1,1,60,4
SES47075,S4503,M37,Calculus,0,1,26,1
SES47076,S539,M28,Calculus,1,0,41,3
SES47077,S4060,M200,Web Development,1,0,26,1
SES47078,S394,M103,Machine Learning,0,3,34,2
SES47079,S4316,M152,Machine Learning,0,0,39,2
SES47080,S4810,M189,Web Development,0,0,26,1
SES47081,S4978,M50,Calculus,0,1,43,3
SES47082,S92,M58,Operating Systems,0,2,43,3
SES47083,S1961,M108,Operating Systems,0,0,40,2
SES47084,S1646,M23,Data Structures,1,2,59,4
SES47085,S3566,M191,Calculus,0,1,42,2
SES47086,S3276,M40,Java,0,0,42,2
SES47087,S2237,M126,Python,0,1,53,3
SES47088,S3231,M144,Data Structures,0,2,43,2
SES47089,S2213,M200,Computer Networks,0,2,46,2
SES47090,S2293,M154,Calculus,1,1,57,5
SES47091,S1560,M56,Computer Networks,0,4,37,1
SES47092,S3675,M41,Machine Learning,0,3,33,1
SES47093,S3621,M144,Data Structures,0,1,23,1
SES47094,S122,M112,Data Structures,1,2,27,1
SES47095,S4760,M114,Machine Learning,1,1,49,3
SES47096,S63,M56,Computer Networks,0,2,55,5
SES47097,S2239,M128,Machine Learning,1,2,47,4
SES47098,S341,M95,Calculus,0,1,31,2
SES47099,S2536,M153,Web Development,1,3,52,4
SES47100,S3862,M67,Data Structures,1,2,42,2
SES47101,S1904,M114,Machine Learning,0,1,39,2
SES47102,S4481,M66,Database Systems,0,2,31,1
SES47103,S701,M20,Java,0,1,41,2
SES47104,S2369,M156,Python,0,4,38,1
SES47105,S1531,M162,Computer Networks,0,1,38,2
SES47106,S4092,M167,Operating Systems,0,1,27,1
SES47107,S2604,M23,Java,0,3,56,4
SES47108,S2489,M40,Java,1,0,30,1
SES47109,S2102,M83,Machine Learning,1,2,65,5
SES47110,S331,M193,Computer Networks,0,1,41,2
SES47111,S1071,M55,Java,1,1,37,2
SES47112,S3858,M152,Database Systems,0,2,24,1
SES47113,S4827,M84,Computer Networks,1,2,37,2
SES47114,S1288,M19,Web Development,1,1,28,1
SES47115,S1204,M187,Machine Learning,0,1,48,3
SES47116,S1295,M194,Java,1,0,42,2
SES47117,S2545,M191,Calculus,0,1,37,2
SES47118,S3433,M160,Python,1,0,51,3
SES47119,S2191,M161,Web Development,1,2,50,3
SES47120,S3667,M89,Database Systems,0,2,46,2
SES47121,S4688,M9,Statistics,0,2,50,4
SES47122,S4615,M191,Calculus,0,0,42,2
SES47123,S3900,M55,Java,0,1,46,2
SES47124,S2789,M94,Computer Networks,0,5,37,1
SES47125,S1392,M190,Data Structures,0,3,31,2
SES47126,S3109,M44,Python,1,1,59,5
SES47127,S4232,M84,Operating Systems,0,2,39,3
SES47128,S1072,M68,Statistics,1,1,41,2
SES47129,S3416,M59,Database Systems,0,1,60,4
SES47130,S4,M193,Computer Networks,0,0,35,2
SES47131,S1709,M37,Operating Systems,0,2,41,2
SES47132,S1191,M144,Data Structures,0,0,31,2
SES47133,S4820,M167,Operating Systems,1,1,43,2
SES47134,S4858,M186,Database Systems,1,2,68,5
SES47135,S2125,M125,Java,0,1,37,2
SES47136,S2134,M60,Statistics,0,2,33,1
SES47137,S4118,M73,Machine Learning,0,2,24,1
SES47138,S452,M164,Operating Systems,0,0,31,1
SES47139,S3542,M48,Python,0,0,31,2
SES47140,S3610,M67,Machine Learning,0,3,42,2
SES47141,S2113,M153,Python,1,1,58,4
SES47142,S4945,M24,Machine Learning,0,2,44,2
SES47143,S1028,M129,Web Development,0,3,25,1
SES47144,S896,M143,Statistics,0,1,32,1
SES47145,S355,M181,Java,0,0,53,3
SES47146,S3873,M199,Web Development,0,2,43,2
SES47147,S3629,M89,Operating Systems,0,1,61,4
SES47148,S3379,M22,Calculus,0,3,34,1
SES47149,S1818,M33,Computer Networks,0,2,44,2
SES47150,S3529,M71,Python,0,1,45,3
SES47151,S1253,M4,Database Systems,0,3,59,4
SES47152,S2155,M141,Computer Networks,1,0,46,3
SES47153,S1665,M155,Machine Learning,0,3,52,3
SES47154,S1362,M115,Python,1,2,47,3
SES47155,S1725,M178,Java,0,0,39,2
SES47156,S1459,M155,Machine Learning,0,2,36,2
SES47157,S1454,M102,Web Development,0,2,48,3
SES47158,S3756,M50,Calculus,0,0,37,1
SES47159,S2680,M149,Web Development,0,1,31,1
SES47160,S2674,M53,Web Development,0,1,42,3
SES47161,S4804,M80,Statistics,0,1,34,1
SES47162,S4843,M158,Database Systems,1,2,51,4
SES47163,S784,M192,Python,0,2,37,2
SES47164,S4914,M59,Java,0,2,39,3
SES47165,S3859,M160,Python,0,1,34,1
SES47166,S3673,M87,Calculus,0,1,43,2
SES47167,S3478,M124,Statistics,1,2,49,4
SES47168,S2084,M153,Web Development,0,0,36,2
SES47169,S4914,M138,Java,1,0,57,4
SES47170,S1045,M158,Calculus,1,1,33,1
SES47171,S2821,M7,Database Systems,0,3,70,5
SES47172,S753,M4,Database Systems,0,2,52,3
SES47173,S4175,M147,Java,1,1,60,5
SES47174,S1454,M165,Computer Networks,0,1,46,2
SES47175,S2309,M104,Database Systems,1,0,54,4
SES47176,S1231,M104,Database Systems,0,1,41,2
SES47177,S3780,M18,Data Structures,0,0,26,1
SES47178,S3213,M188,Python,0,3,31,1
SES47179,S1199,M178,Database Systems,0,1,47,3
SES47180,S4914,M7,Java,0,5,31,2
SES47181,S2853,M91,Calculus,1,3,47,3
SES47182,S2646,M177,Database Systems,0,1,32,2
SES47183,S3810,M181,Java,0,2,41,2
SES47184,S1317,M89,Operating Systems,0,2,30,1
SES47185,S1054,M115,Statistics,0,2,43,3
SES47186,S959,M121,Web Development,0,1,45,3
SES47187,S3654,M104,Python,0,1,36,2
SES47188,S883,M153,Web Development,0,2,64,5
SES47189,S1224,M97,Computer Networks,1,3,58,4
SES47190,S1453,M24,Calculus,1,0,45,3
SES47191,S177,M88,Python,0,1,34,2
SES47192,S4324,M167,Java,0,0,34,2
SES47193,S3689,M170,Statistics,0,3,40,2
SES47194,S1977,M96,Database Systems,1,2,62,4
SES47195,S2117,M139,Java,1,4,50,3
SES47196,S3988,M172,Web Development,1,1,32,2
SES47197,S1061,M132,Calculus,1,2,32,1
SES47198,S529,M50,Calculus,0,1,55,4
SES47199,S4809,M58,Computer Networks,0,1,25,1
SES47200,S2483,M42,Computer Networks,0,1,45,2
SES47201,S3390,M92,Database Systems,0,4,37,2
SES47202,S3433,M83,Java,0,1,36,2
SES47203,S3798,M188,Calculus,0,2,30,1
SES47204,S1273,M150,Operating Systems,0,2,30,1
SES47205,S3866,M30,Machine Learning,0,3,36,2
SES47206,S440,M18,Data Structures,1,0,57,5
SES47207,S1660,M108,Computer Networks,0,0,53,3
SES47208,S4182,M145,Operating Systems,0,0,27,1
SES47209,S804,M98,Operating Systems,0,1,32,1
SES47210,S4089,M62,Operating Systems,0,1,28,1
SES47211,S2859,M169,Data Structures,0,3,34,2
SES47212,S4759,M133,Statistics,0,1,40,2
SES47213,S1178,M111,Calculus,0,2,34,2
SES47214,S2225,M74,Python,0,0,51,4
SES47215,S2645,M189,Calculus,1,0,49,4
SES47216,S4988,M195,Calculus,1,1,55,5
SES47217,S4642,M58,Operating Systems,0,4,52,3
SES47218,S2062,M45,Statistics,1,2,52,4
SES47219,S1681,M154,Calculus,1,2,37,2
SES47220,S447,M138,Machine Learning,0,1,32,1
SES47221,S2071,M114,Machine Learning,1,5,50,4
SES47222,S3389,M97,Python,1,3,40,3
SES47223,S4625,M77,Database Systems,1,1,41,2
SES47224,S3166,M67,Calculus,0,1,40,2
SES47225,S1286,M137,Web Development,0,0,36,1
SES47226,S1952,M134,Python,0,1,28,1
SES47227,S3080,M68,Statistics,0,3,45,2
SES47228,S3177,M193,Computer Networks,0,0,26,1
SES47229,S4257,M86,Machine Learning,1,0,53,4
SES47230,S2609,M47,Python,0,1,33,1
SES47231,S235,M79,Web Development,0,1,27,1
SES47232,S4116,M105,Statistics,0,1,33,2
SES47233,S2261,M17,Calculus,0,2,35,2
SES47234,S60,M137,Python,0,4,56,4
SES47235,S3883,M131,Data Structures,1,1,69,5
SES47236,S157,M124,Statistics,1,0,40,3
SES47237,S868,M133,Database Systems,0,5,32,2
SES47238,S688,M130,Statistics,0,1,24,1
SES47239,S370,M5,Data Structures,0,1,24,1
SES47240,S3426,M187,Statistics,0,1,35,2
SES47241,S1230,M23,Data Structures,1,1,52,3
SES47242,S1550,M98,Operating Systems,0,0,25,1
SES47243,S411,M38,Web Development,1,1,51,4
SES47244,S2707,M106,Statistics,1,1,48,4
SES47245,S1971,M5,Data Structures,0,1,55,4
SES47246,S925,M119,Machine Learning,0,1,30,1
SES47247,S2198,M35,Machine Learning,0,1,40,3
SES47248,S3863,M16,Data Structures,0,3,35,1
SES47249,S3018,M187,Statistics,0,2,34,1
SES47250,S4048,M135,Machine Learning,1,4,53,4
SES47251,S94,M87,Calculus,1,1,35,2
SES47252,S2695,M134,Python,0,2,59,4
SES47253,S535,M90,Database Systems,0,1,33,1
SES47254,S4854,M79,Machine Learning,0,6,68,5
SES47255,S180,M36,Java,0,2,50,3
SES47256,S3360,M8,Python,1,3,35,1
SES47257,S597,M149,Computer Networks,0,2,23,1
SES47258,S890,M107,Computer Networks,0,2,48,4
SES47259,S4892,M171,Statistics,0,2,44,3
SES47260,S1088,M155,Java,0,0,36,1
SES47261,S4146,M158,Calculus,1,2,32,1
SES47262,S1897,M128,Machine Learning,0,1,33,1
SES47263,S990,M129,Web Development,1,3,41,3
SES47264,S3013,M194,Java,1,1,60,4
SES47265,S3402,M90,Data Structures,0,3,55,4
SES47266,S4229,M66,Database Systems,0,3,54,4
SES47267,S608,M122,Machine Learning,0,2,25,1
SES47268,S4884,M116,Web Development,1,4,44,2
SES47269,S3616,M71,Machine Learning,1,0,53,4
SES47270,S2849,M149,Web Development,0,0,40,3
SES47271,S1721,M3,Computer Networks,1,4,56,4
SES47272,S858,M111,Statistics,0,4,42,3
SES47273,S1909,M103,Java,1,2,44,3
SES47274,S1692,M34,Operating Systems,0,2,50,3
SES47275,S3308,M99,Computer Networks,0,2,31,1
SES47276,S2733,M120,Calculus,1,0,55,4
SES47277,S4468,M151,Computer Networks,0,0,36,2
SES47278,S3414,M136,Operating Systems,0,0,37,1
SES47279,S1031,M75,Java,0,0,46,2
SES47280,S1454,M149,Computer Networks,0,1,29,1
SES47281,S4468,M125,Java,1,1,35,2
SES47282,S4563,M200,Computer Networks,0,0,39,2
SES47283,S1257,M166,Python,1,1,45,3
SES47284,S3106,M77,Data Structures,0,1,34,2
SES47285,S4369,M73,Machine Learning,0,1,41,2
SES47286,S3011,M34,Operating Systems,0,1,52,3
SES47287,S860,M160,Data Structures,0,6,47,3
SES47288,S4257,M103,Machine Learning,0,2,28,1
SES47289,S4759,M110,Machine Learning,0,2,54,3
SES47290,S31,M174,Java,1,1,52,3
SES47291,S4500,M19,Python,1,1,47,3
SES47292,S1181,M34,Operating Systems,0,0,47,4
SES47293,S1228,M99,Computer Networks,0,1,39,3
SES47294,S1831,M18,Python,0,2,51,3
SES47295,S3548,M4,Database Systems,0,1,39,2
SES47296,S1733,M140,Statistics,0,0,39,2
SES47297,S1809,M77,Web Development,0,1,40,3
SES47298,S287,M188,Java,1,3,42,3
SES47299,S3865,M188,Python,0,5,34,1
SES47300,S3220,M7,Java,0,5,45,3
SES47301,S4810,M59,Data Structures,0,1,35,2
SES47302,S3259,M2,Calculus,0,3,31,1
SES47303,S232,M123,Statistics,1,1,45,3
SES47304,S921,M118,Operating Systems,0,3,37,1
SES47305,S277,M93,Database Systems,0,1,42,3
SES47306,S4934,M146,Web Development,1,2,61,4
SES47307,S4889,M21,Computer Networks,0,2,31,2
SES47308,S3955,M73,Computer Networks,0,1,32,1
SES47309,S376,M88,Python,0,2,52,4
SES47310,S1373,M168,Web Development,0,3,30,1
SES47311,S266,M86,Machine Learning,0,0,46,2
SES47312,S3395,M111,Calculus,0,4,34,1
SES47313,S1073,M61,Operating Systems,0,3,28,1
SES47314,S1369,M46,Computer Networks,1,3,67,5
SES47315,S228,M149,Operating Systems,0,2,60,4
SES47316,S1326,M135,Machine Learning,0,0,51,3
SES47317,S1431,M84,Operating Systems,0,3,23,1
SES47318,S3461,M107,Computer Networks,0,1,35,2
SES47319,S3754,M29,Database Systems,1,2,53,4
SES47320,S590,M80,Web Development,1,1,53,4
SES47321,S576,M154,Statistics,0,4,35,1
SES47322,S360,M79,Java,1,0,54,4
SES47323,S2428,M77,Database Systems,0,0,41,2
SES47324,S769,M153,Python,1,2,56,5
SES47325,S3041,M59,Data Structures,1,1,53,4
SES47326,S4108,M77,Web Development,0,1,35,2
SES47327,S3254,M9,Computer Networks,0,3,38,1
SES47328,S1577,M16,Data Structures,1,3,60,4
SES47329,S2064,M19,Web Development,0,2,39,2
SES47330,S1865,M23,Java,0,3,32,1
SES47331,S4640,M1,Machine Learning,0,1,54,3
SES47332,S1471,M173,Computer Networks,0,1,43,2
SES47333,S125,M188,Java,0,4,24,1
SES47334,S478,M151,Computer Networks,0,0,34,1
SES47335,S179,M47,Python,0,2,28,1
SES47336,S962,M148,Web Development,0,1,59,4
SES47337,S146,M153,Python,0,5,42,2
SES47338,S3204,M101,Operating Systems,0,2,60,5
SES47339,S2416,M107,Computer Networks,0,1,52,4
SES47340,S2325,M145,Operating Systems,1,2,45,3
SES47341,S1473,M56,Computer Networks,0,2,33,2
SES47342,S3399,M34,Computer Networks,1,2,42,3
SES47343,S1640,M102,Web Development,0,1,48,3
SES47344,S327,M134,Python,1,1,47,4
SES47345,S1082,M95,Calculus,0,1,51,3
SES47346,S1146,M94,Computer Networks,1,0,52,3
SES47347,S2272,M25,Database Systems,0,0,33,1
SES47348,S682,M186,Database Systems,1,3,58,5
SES47349,S1206,M46,Calculus,0,2,46,2
SES47350,S312,M138,Computer Networks,0,2,37,2
SES47351,S4434,M100,Data Structures,0,2,41,2
SES47352,S4723,M173,Computer Networks,0,2,32,2
SES47353,S3296,M65,Data Structures,0,1,29,1
SES47354,S1862,M139,Python,1,3,53,3
SES47355,S1845,M40,Java,0,2,52,4
SES47356,S677,M160,Python,0,1,38,2
SES47357,S3670,M199,Web Development,0,0,44,2
SES47358,S1607,M114,Machine Learning,0,3,43,2
SES47359,S3329,M144,Data Structures,0,1,32,2
SES47360,S4096,M5,Calculus,0,1,38,2
SES47361,S1006,M61,Python,1,3,41,3
SES47362,S1098,M144,Data Structures,1,3,34,2
SES47363,S4408,M126,Java,0,2,42,2
SES47364,S1665,M105,Machine Learning,0,3,46,2
SES47365,S1120,M110,Machine Learning,1,1,52,4
SES47366,S3004,M188,Java,0,2,44,2
SES47367,S477,M139,Machine Learning,0,3,54,3
SES47368,S2555,M30,Data Structures,0,1,59,4
SES47369,S3033,M156,Machine Learning,0,3,53,3
SES47370,S4906,M113,Operating Systems,0,4,40,3
SES47371,S4193,M47,Data Structures,1,3,58,5
SES47372,S1409,M27,Database Systems,0,2,49,4
SES47373,S1912,M165,Computer Networks,1,1,56,5
SES47374,S2151,M77,Data Structures,0,1,40,3
SES47375,S4964,M83,Java,1,1,55,4
SES47376,S1345,M199,Statistics,0,0,31,1
SES47377,S2062,M144,Data Structures,1,1,43,3
SES47378,S787,M188,Java,0,2,48,3
SES47379,S4022,M108,Operating Systems,0,1,37,1
SES47380,S2627,M179,Data Structures,0,1,26,1
SES47381,S4201,M47,Python,0,3,67,5
SES47382,S526,M123,Data Structures,0,1,32,1
SES47383,S4962,M91,Calculus,0,2,34,2
SES47384,S4292,M171,Database Systems,0,4,31,2
SES47385,S556,M87,Calculus,0,2,43,2
SES47386,S1512,M114,Data Structures,0,3,41,3
SES47387,S581,M95,Calculus,0,1,31,2
SES47388,S1876,M179,Data Structures,1,1,49,4
SES47389,S2605,M170,Statistics,0,1,30,1
SES47390,S786,M160,Data Structures,0,2,46,2
SES47391,S2261,M9,Computer Networks,0,1,46,2
SES47392,S3812,M168,Machine Learning,0,3,50,3
SES47393,S3810,M36,Java,0,0,47,3
SES47394,S2188,M184,Data Structures,0,1,55,4
SES47395,S2117,M55,Java,0,0,44,2
SES47396,S2884,M17,Java,0,2,43,2
SES47397,S4206,M150,Operating Systems,0,3,60,4
SES47398,S975,M59,Database Systems,0,1,54,4
SES47399,S38,M113,Operating Systems,0,3,46,2
SES47400,S578,M33,Computer Networks,0,2,36,2
SES47401,S3864,M14,Statistics,0,2,38,2
SES47402,S4877,M60,Statistics,0,1,30,1
SES47403,S3851,M55,Computer Networks,0,0,38,2
SES47404,S3729,M20,Machine Learning,0,2,56,5
SES47405,S2459,M24,Data Structures,0,2,24,1
SES47406,S2396,M166,Data Structures,0,3,44,2
SES47407,S3409,M16,Statistics,1,4,51,3
SES47408,S921,M151,Operating Systems,1,0,44,3
SES47409,S1919,M59,Database Systems,1,0,63,5
SES47410,S196,M174,Computer Networks,0,1,38,1
SES47411,S3790,M16,Statistics,0,1,44,2
SES47412,S1190,M79,Machine Learning,1,1,54,4
SES47413,S3597,M95,Machine Learning,0,1,24,1
SES47414,S2265,M94,Java,0,2,41,3
SES47415,S568,M189,Calculus,0,1,42,2
SES47416,S4903,M136,Operating Systems,1,1,56,4
SES47417,S814,M130,Statistics,0,2,43,2
SES47418,S1693,M5,Data Structures,0,3,44,3
SES47419,S1366,M67,Data Structures,0,2,37,2
SES47420,S820,M12,Machine Learning,0,2,44,2
SES47421,S457,M31,Operating Systems,1,2,52,4
SES47422,S2828,M80,Web Development,0,2,24,1
SES47423,S4574,M164,Operating Systems,0,1,31,1
SES47424,S1406,M77,Database Systems,0,1,54,4
SES47425,S1760,M41,Machine Learning,0,0,31,1
SES47426,S2932,M46,Computer Networks,0,2,40,2
SES47427,S119,M183,Python,1,3,34,1
SES47428,S2063,M117,Java,1,0,48,4
SES47429,S1504,M65,Data Structures,0,1,34,1
SES47430,S276,M163,Web Development,1,1,47,3
SES47431,S4862,M91,Calculus,0,3,56,4
SES47432,S4573,M187,Database Systems,0,3,26,1
SES47433,S2735,M139,Java,0,0,49,3
SES47434,S4907,M107,Computer Networks,1,1,54,3
SES47435,S2139,M183,Python,0,2,23,1
SES47436,S4594,M3,Computer Networks,1,3,51,4
SES47437,S3855,M59,Database Systems,0,2,23,1
SES47438,S4508,M50,Calculus,0,1,36,2
SES47439,S1446,M75,Java,0,3,49,4
SES47440,S605,M77,Web Development,0,0,29,1
SES47441,S4035,M8,Python,0,2,40,2
SES47442,S1238,M1,Data Structures,0,2,43,3
SES47443,S2788,M60,Python,1,3,33,2
SES47444,S333,M71,Machine Learning,0,4,24,1
SES47445,S4512,M199,Web Development,0,2,32,1
SES47446,S4755,M151,Computer Networks,1,1,54,4
SES47447,S2187,M183,Python,0,4,43,3
SES47448,S2762,M33,Computer Networks,0,1,50,3
SES47449,S4832,M153,Web Development,0,2,53,4
SES47450,S1963,M187,Machine Learning,1,1,69,5
SES47451,S4724,M1,Database Systems,0,1,23,1
SES47452,S3260,M115,Python,1,1,58,4
SES47453,S3043,M18,Data Structures,0,1,40,2
SES47454,S4765,M121,Operating Systems,0,2,39,2
SES47455,S1643,M100,Data Structures,0,1,44,2
SES47456,S3559,M77,Database Systems,0,1,33,2
SES47457,S2275,M184,Data Structures,0,0,27,1
SES47458,S3484,M31,Operating Systems,0,2,45,2
SES47459,S3828,M67,Data Structures,1,3,58,5
SES47460,S3082,M158,Database Systems,1,3,52,4
SES47461,S2864,M13,Database Systems,0,2,34,2
SES47462,S2007,M73,Computer Networks,1,1,34,2
SES47463,S1995,M4,Statistics,1,0,57,5
SES47464,S1368,M135,Computer Networks,1,2,56,5
SES47465,S4304,M183,Java,0,2,43,2
SES47466,S475,M190,Python,1,1,50,4
SES47467,S2540,M118,Operating Systems,1,3,63,5
SES47468,S3042,M67,Calculus,0,1,45,2
SES47469,S2637,M171,Database Systems,0,1,34,1
SES47470,S3882,M19,Computer Networks,0,1,26,1
SES47471,S3099,M114,Data Structures,1,2,61,5
SES47472,S4342,M120,Operating Systems,0,1,34,2
SES47473,S4514,M47,Data Structures,1,1,62,4
SES47474,S118,M90,Database Systems,0,0,50,4
SES47475,S4786,M65,Data Structures,0,2,37,2
SES47476,S2171,M8,Python,0,1,41,2
SES47477,S4106,M184,Data Structures,0,3,40,2
SES47478,S2281,M122,Web Development,0,2,30,1
SES47479,S4557,M112,Web Development,0,3,29,1
SES47480,S2630,M34,Computer Networks,0,2,45,3
SES47481,S2676,M79,Java,1,4,61,5
SES47482,S763,M141,Computer Networks,0,0,45,2
SES47483,S3029,M171,Database Systems,1,2,70,5
SES47484,S1345,M159,Statistics,1,0,37,2
SES47485,S868,M176,Database Systems,1,2,67,5
SES47486,S777,M172,Computer Networks,0,1,44,2
SES47487,S753,M74,Database Systems,0,3,53,3
SES47488,S1695,M98,Data Structures,0,2,38,2
SES47489,S2662,M23,Java,0,2,53,4
SES47490,S146,M200,Web Development,1,3,56,4
SES47491,S1865,M91,Calculus,1,3,67,5
SES47492,S3740,M30,Data Structures,1,2,68,5
SES47493,S3611,M65,Data Structures,0,0,36,2
SES47494,S2139,M190,Data Structures,0,2,44,2
SES47495,S1557,M26,Web Development,0,2,38,1
SES47496,S3986,M83,Java,1,0,61,5
SES47497,S3418,M186,Database Systems,0,4,43,3
SES47498,S372,M86,Python,0,0,31,1
SES47499,S1567,M83,Java,0,0,39,2
SES47500,S171,M125,Java,1,3,66,5
SES47501,S4612,M98,Data Structures,0,3,47,3
SES47502,S9,M190,Statistics,0,3,50,4
SES47503,S528,M66,Machine Learning,0,1,37,1
SES47504,S2400,M5,Data Structures,0,1,43,2
SES47505,S3165,M94,Java,1,2,61,4
SES47506,S391,M133,Database Systems,0,4,47,4
SES47507,S3667,M92,Database Systems,1,2,41,3
SES47508,S3308,M42,Computer Networks,0,4,39,2
SES47509,S1503,M9,Statistics,0,2,61,4
SES47510,S934,M175,Calculus,0,2,49,3
SES47511,S4720,M53,Operating Systems,0,1,43,2
SES47512,S2019,M187,Database Systems,0,1,40,2
SES47513,S4119,M95,Calculus,1,1,52,4
SES47514,S4347,M171,Database Systems,0,4,47,3
SES47515,S2686,M55,Java,0,1,38,1
SES47516,S2987,M91,Calculus,1,1,35,1
SES47517,S4915,M24,Calculus,0,1,48,3
SES47518,S611,M84,Operating Systems,0,2,29,1
SES47519,S2413,M78,Python,1,2,55,4
SES47520,S3752,M130,Statistics,0,2,46,2
SES47521,S1684,M186,Database Systems,0,1,35,2
SES47522,S3829,M61,Python,0,1,61,4
SES47523,S949,M24,Data Structures,0,0,31,1
SES47524,S1581,M183,Statistics,0,2,66,5
SES47525,S2647,M153,Web Development,0,2,31,2
SES47526,S206,M113,Python,0,1,24,1
SES47527,S3732,M20,Machine Learning,0,1,36,1
SES47528,S4078,M168,Machine Learning,0,1,31,1
SES47529,S1443,M186,Data Structures,0,1,66,5
SES47530,S4992,M7,Database Systems,0,3,53,4
SES47531,S4095,M185,Web Development,0,2,33,1
SES47532,S1316,M191,Calculus,0,1,44,3
SES47533,S1757,M65,Data Structures,0,1,38,2
SES47534,S532,M97,Web Development,1,3,57,4
SES47535,S1182,M118,Operating Systems,0,0,53,4
SES47536,S3206,M14,Python,0,1,27,1
SES47537,S3467,M176,Java,0,0,31,1
SES47538,S330,M74,Python,0,2,34,1
SES47539,S2895,M8,Calculus,0,3,46,3
SES47540,S3807,M55,Computer Networks,0,0,32,2
SES47541,S4610,M143,Web Development,0,2,35,1
SES47542,S3962,M66,Machine Learning,0,3,32,2
SES47543,S3116,M168,Machine Learning,0,2,43,3
SES47544,S1064,M13,Database Systems,0,2,30,1
SES47545,S4106,M38,Java,0,2,44,2
SES47546,S2975,M6,Web Development,0,1,45,2
SES47547,S2614,M176,Database Systems,0,1,55,4
SES47548,S4621,M174,Java,1,1,36,1
SES47549,S4317,M54,Calculus,0,1,31,2
SES47550,S2409,M36,Java,0,2,24,1
SES47551,S3116,M24,Machine Learning,1,3,53,4
SES47552,S778,M160,Data Structures,0,3,34,2
SES47553,S443,M182,Database Systems,0,1,45,2
SES47554,S3345,M60,Statistics,1,1,69,5
SES47555,S3204,M135,Machine Learning,0,0,52,3
SES47556,S296,M148,Computer Networks,0,3,23,1
SES47557,S393,M58,Operating Systems,0,2,49,3
SES47558,S4079,M79,Java,0,2,33,2
SES47559,S3374,M41,Statistics,0,2,29,1
