student_id,name,learning_style,subjects_needed,subjects_strong,availability,semester,gpa
S4526,Student_4526,Read-Write,Calculus,Data Structures,Mon_Afternoon|Mon_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Evening|Wed_Morning,3,3.24
S4527,Student_4527,Kinesthetic,Data Structures,Calculus,Mon_Evening|Thu_Afternoon|Tue_Morning|Wed_Evening,6,3.65
S4528,Student_4528,Kinesthetic,Python|Web Development|Operating Systems,Computer Networks,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Morning|Tue_Morning|Wed_Afternoon,3,2.95
S4529,Student_4529,Kinesthetic,Calculus|Database Systems,Statistics|Java,Fri_Afternoon|Fri_Morning|Tue_Afternoon|Tue_Morning|Wed_Evening,1,3.98
S4530,Student_4530,Visual,Statistics|Operating Systems,Web Development,Mon_Afternoon|Thu_Afternoon|Wed_Morning,2,2.8
S4531,Student_4531,Kinesthetic,Operating Systems,Python,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Morning,2,3.99
S4532,Student_4532,Visual,Statistics,,Tue_Evening|Wed_Evening|Wed_Morning,6,3.25
S4533,Student_4533,Read-Write,Python|Computer Networks,Operating Systems,Mon_Afternoon|Sat_Afternoon|Thu_Afternoon|Tue_Afternoon|Tue_Evening,6,3.2
S4534,Student_4534,Kinesthetic,Data Structures|Computer Networks|Statistics,Web Development,Fri_Morning|Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Morning|Tue_Afternoon|Wed_Morning,1,2.29
S4535,Student_4535,Read-Write,Statistics|Data Structures,Computer Networks|Operating Systems,Thu_Evening|Tue_Afternoon|Tue_Morning,1,2.37
S4536,Student_4536,Auditory,Python,Java,Mon_Evening|Sat_Afternoon|Sat_Evening,6,2.46
S4537,Student_4537,Auditory,Statistics,,Fri_Evening|Fri_Morning|Mon_Morning|Sat_Afternoon,6,2.28
S4538,Student_4538,Read-Write,Statistics|Web Development,Database Systems,Fri_Evening|Tue_Afternoon|Tue_Morning,4,2.29
S4539,Student_4539,Read-Write,Calculus,,Fri_Evening|Fri_Morning|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Wed_Evening,1,2.61
S4540,Student_4540,Kinesthetic,Computer Networks,,Mon_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Tue_Morning,2,2.18
S4541,Student_4541,Visual,Database Systems|Statistics,Computer Networks,Fri_Afternoon|Mon_Evening|Mon_Morning|Thu_Morning,2,2.78
S4542,Student_4542,Auditory,Machine Learning|Data Structures|Python,,Mon_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon|Thu_Morning|Wed_Afternoon,6,3.88
S4543,Student_4543,Kinesthetic,Database Systems|Computer Networks|Data Structures,Web Development,Mon_Afternoon|Sat_Evening|Thu_Morning|Tue_Morning,3,3.88
S4544,Student_4544,Visual,Data Structures|Database Systems,Machine Learning,Fri_Evening|Mon_Evening|Thu_Afternoon|Wed_Morning,4,3.8
S4545,Student_4545,Read-Write,Calculus|Computer Networks,,Mon_Afternoon|Mon_Evening|Sat_Morning|Thu_Evening|Thu_Morning,1,2.5
S4546,Student_4546,Kinesthetic,Web Development,Python|Statistics,Fri_Evening|Fri_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Morning,4,2.77
S4547,Student_4547,Read-Write,Web Development,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Evening|Thu_Morning|Tue_Morning,1,3.38
S4548,Student_4548,Visual,Data Structures|Machine Learning,Java,Mon_Afternoon|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Evening|Tue_Morning|Wed_Afternoon,3,2.53
S4549,Student_4549,Visual,Python|Java,,Fri_Morning|Sat_Evening|Sat_Morning|Tue_Evening|Wed_Evening,1,3.02
S4550,Student_4550,Auditory,Web Development|Calculus|Statistics,Python,Fri_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Evening|Thu_Morning|Wed_Afternoon,8,2.43
S4551,Student_4551,Read-Write,Calculus,Web Development,Fri_Evening|Mon_Evening|Sat_Evening|Sat_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning,1,3.85
S4552,Student_4552,Kinesthetic,Java,Database Systems,Fri_Morning|Thu_Evening|Tue_Afternoon,8,2.5
S4553,Student_4553,Read-Write,Data Structures|Operating Systems,Java|Computer Networks,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Sat_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Morning,2,2.4
S4554,Student_4554,Read-Write,Java,Machine Learning|Web Development,Fri_Afternoon|Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Afternoon|Tue_Evening|Wed_Morning,8,2.54
S4555,Student_4555,Read-Write,Data Structures|Database Systems,Computer Networks|Machine Learning,Mon_Evening|Thu_Morning|Tue_Morning|Wed_Evening,7,2.63
S4556,Student_4556,Kinesthetic,Computer Networks,,Fri_Morning|Thu_Morning|Wed_Evening,4,2.05
S4557,Student_4557,Kinesthetic,Data Structures|Python|Web Development,Operating Systems,Fri_Afternoon|Mon_Afternoon|Mon_Morning|Thu_Evening|Tue_Morning|Wed_Morning,8,3.51
S4558,Student_4558,Kinesthetic,Python,Java,Fri_Morning|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Evening|Wed_Afternoon,3,2.61
S4559,Student_4559,Read-Write,Web Development|Database Systems|Statistics,Computer Networks,Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Evening|Sat_Morning|Thu_Afternoon|Tue_Evening|Wed_Morning,3,2.85
S4560,Student_4560,Kinesthetic,Web Development,Statistics,Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Evening|Thu_Morning|Tue_Afternoon,1,2.81
S4561,Student_4561,Visual,Machine Learning|Web Development|Python,Operating Systems,Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Morning|Tue_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,6,3.58
S4562,Student_4562,Kinesthetic,Java|Database Systems,Machine Learning|Data Structures,Fri_Evening|Mon_Evening|Wed_Evening|Wed_Morning,6,3.83
S4563,Student_4563,Auditory,Calculus|Java|Computer Networks,Data Structures,Thu_Afternoon|Tue_Morning|Wed_Evening,6,3.58
S4564,Student_4564,Kinesthetic,Data Structures|Python|Computer Networks,Database Systems,Fri_Afternoon|Fri_Morning|Tue_Morning,3,3.84
S4565,Student_4565,Kinesthetic,Web Development|Calculus|Java,Machine Learning,Fri_Morning|Thu_Evening|Wed_Afternoon,2,2.42
S4566,Student_4566,Auditory,Java|Operating Systems,Web Development,Mon_Afternoon|Thu_Afternoon|Thu_Evening|Thu_Morning|Wed_Afternoon,3,3.18
S4567,Student_4567,Kinesthetic,Database Systems,Statistics,Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Evening,5,3.63
S4568,Student_4568,Visual,Operating Systems,,Mon_Evening|Mon_Morning|Thu_Afternoon|Thu_Evening|Wed_Morning,7,3.53
S4569,Student_4569,Read-Write,Operating Systems,Statistics|Data Structures,Fri_Afternoon|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Evening|Wed_Evening|Wed_Morning,2,2.67
S4570,Student_4570,Read-Write,Java|Calculus|Web Development,,Mon_Afternoon|Sat_Evening|Tue_Evening|Tue_Morning|Wed_Evening|Wed_Morning,7,2.8
S4571,Student_4571,Read-Write,Data Structures|Web Development|Java,Statistics|Machine Learning,Fri_Evening|Fri_Morning|Sat_Afternoon|Thu_Afternoon|Thu_Evening|Thu_Morning|Wed_Morning,2,3.65
S4572,Student_4572,Auditory,Java|Machine Learning,Operating Systems,Fri_Evening|Mon_Evening|Sat_Evening|Thu_Afternoon|Tue_Morning|Wed_Evening,4,3.9
S4573,Student_4573,Kinesthetic,Database Systems|Statistics,Calculus|Web Development,Mon_Afternoon|Mon_Evening|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Morning,8,3.09
S4574,Student_4574,Visual,Operating Systems|Computer Networks,Machine Learning,Fri_Evening|Fri_Morning|Mon_Evening|Thu_Evening|Wed_Morning,1,3.19
S4575,Student_4575,Kinesthetic,Database Systems|Data Structures,Statistics,Fri_Afternoon|Mon_Evening|Mon_Morning|Sat_Morning|Wed_Afternoon|Wed_Evening,7,3.71
S4576,Student_4576,Kinesthetic,Python|Calculus,,Mon_Morning|Sat_Evening|Thu_Morning|Tue_Afternoon|Wed_Afternoon,8,3.46
S4577,Student_4577,Visual,Web Development|Python|Calculus,,Fri_Afternoon|Fri_Morning|Mon_Evening|Sat_Evening|Sat_Morning|Thu_Morning|Tue_Evening,2,2.95
S4578,Student_4578,Kinesthetic,Computer Networks|Operating Systems,Database Systems|Machine Learning,Mon_Morning|Sat_Evening|Thu_Afternoon|Thu_Evening|Thu_Morning|Wed_Afternoon|Wed_Evening,7,3.77
S4579,Student_4579,Read-Write,Machine Learning|Database Systems,Statistics,Fri_Evening|Mon_Evening|Thu_Afternoon|Tue_Evening|Wed_Morning,7,3.43
S4580,Student_4580,Kinesthetic,Statistics|Python|Web Development,Data Structures|Calculus,Mon_Morning|Tue_Afternoon|Wed_Morning,4,3.71
S4581,Student_4581,Read-Write,Computer Networks|Calculus,Machine Learning|Database Systems,Fri_Evening|Sat_Afternoon|Sat_Morning|Thu_Afternoon|Wed_Afternoon|Wed_Evening|Wed_Morning,7,2.73
S4582,Student_4582,Visual,Database Systems|Python,,Mon_Afternoon|Mon_Morning|Sat_Morning|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Afternoon|Wed_Morning,8,3.54
S4583,Student_4583,Kinesthetic,Machine Learning|Statistics,Computer Networks,Mon_Afternoon|Thu_Morning|Wed_Evening|Wed_Morning,1,2.3
S4584,Student_4584,Kinesthetic,Statistics,,Fri_Afternoon|Fri_Evening|Sat_Afternoon|Sat_Evening,8,2.33
S4585,Student_4585,Auditory,Java|Calculus,,Fri_Morning|Sat_Morning|Tue_Morning|Wed_Morning,2,3.13
S4586,Student_4586,Visual,Web Development|Database Systems|Calculus,Python,Fri_Afternoon|Mon_Afternoon|Sat_Evening|Wed_Afternoon,8,2.32
S4587,Student_4587,Read-Write,Machine Learning|Operating Systems,Web Development,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Morning|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Evening,5,3.37
S4588,Student_4588,Visual,Machine Learning|Computer Networks,Java,Mon_Afternoon|Mon_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning|Wed_Morning,7,2.69
S4589,Student_4589,Visual,Java,Calculus,Thu_Afternoon|Thu_Evening|Wed_Evening,8,3.39
S4590,Student_4590,Auditory,Computer Networks|Java|Operating Systems,Machine Learning|Statistics,Fri_Evening|Fri_Morning|Mon_Afternoon|Mon_Morning,6,3.44
S4591,Student_4591,Read-Write,Python|Statistics|Database Systems,Data Structures|Web Development,Mon_Afternoon|Mon_Evening|Mon_Morning|Tue_Morning,5,3.89
S4592,Student_4592,Auditory,Computer Networks,Statistics|Java,Mon_Morning|Sat_Morning|Wed_Evening,7,2.84
S4593,Student_4593,Kinesthetic,Data Structures|Java,,Fri_Evening|Fri_Morning|Mon_Afternoon|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Morning,3,2.47
S4594,Student_4594,Read-Write,Computer Networks|Operating Systems,Calculus|Statistics,Fri_Evening|Mon_Morning|Sat_Evening|Thu_Afternoon|Tue_Evening|Tue_Morning|Wed_Morning,2,3.66
S4595,Student_4595,Auditory,Computer Networks|Web Development,,Fri_Morning|Mon_Evening|Sat_Evening,1,2.28
S4596,Student_4596,Kinesthetic,Data Structures,Computer Networks|Machine Learning,Fri_Evening|Sat_Morning|Wed_Evening|Wed_Morning,5,3.06
S4597,Student_4597,Auditory,Database Systems,Data Structures,Fri_Evening|Mon_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon,5,3.85
S4598,Student_4598,Kinesthetic,Database Systems|Statistics,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Sat_Afternoon|Sat_Evening,7,2.37
S4599,Student_4599,Auditory,Web Development,,Fri_Evening|Mon_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Morning|Wed_Afternoon,7,2.16
S4600,Student_4600,Kinesthetic,Web Development,,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Afternoon|Wed_Morning,8,3.36
S4601,Student_4601,Auditory,Operating Systems|Machine Learning|Java,Web Development|Computer Networks,Mon_Afternoon|Mon_Morning|Sat_Evening|Sat_Morning|Thu_Afternoon|Tue_Evening|Wed_Evening|Wed_Morning,8,3.68
S4602,Student_4602,Visual,Machine Learning|Calculus|Data Structures,Database Systems,Mon_Afternoon|Sat_Evening|Thu_Evening,6,2.32
S4603,Student_4603,Kinesthetic,Machine Learning,,Fri_Afternoon|Fri_Evening|Mon_Evening|Sat_Afternoon|Sat_Morning|Thu_Evening,5,2.21
S4604,Student_4604,Read-Write,Computer Networks|Operating Systems|Data Structures,Web Development|Python,Mon_Afternoon|Thu_Evening|Tue_Morning,3,2.32
S4605,Student_4605,Read-Write,Statistics|Web Development,Operating Systems|Calculus,Fri_Afternoon|Fri_Morning|Mon_Evening,6,3.15
S4606,Student_4606,Visual,Web Development,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Sat_Evening|Sat_Morning|Wed_Evening|Wed_Morning,4,3.5
S4607,Student_4607,Read-Write,Web Development|Operating Systems|Java,Computer Networks|Data Structures,Mon_Evening|Thu_Evening|Tue_Evening|Tue_Morning,8,2.34
S4608,Student_4608,Auditory,Computer Networks|Data Structures,Web Development,Fri_Afternoon|Mon_Afternoon|Sat_Afternoon,2,3.62
S4609,Student_4609,Auditory,Java|Data Structures,Statistics|Machine Learning,Fri_Afternoon|Sat_Afternoon|Sat_Evening|Thu_Morning|Wed_Afternoon,4,2.3
S4610,Student_4610,Visual,Web Development|Data Structures,Python|Operating Systems,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Evening|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Afternoon,6,2.96
S4611,Student_4611,Visual,Web Development|Python,Calculus|Operating Systems,Fri_Afternoon|Fri_Evening|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Evening|Wed_Afternoon|Wed_Evening,3,3.83
S4612,Student_4612,Kinesthetic,Calculus|Python|Data Structures,,Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Evening|Sat_Morning|Thu_Evening|Wed_Afternoon|Wed_Morning,8,2.11
S4613,Student_4613,Visual,Database Systems,,Fri_Afternoon|Mon_Morning|Tue_Evening|Tue_Morning,4,2.03
S4614,Student_4614,Visual,Web Development,,Fri_Morning|Sat_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening,5,3.69
S4615,Student_4615,Auditory,Calculus|Machine Learning,Web Development|Python,Mon_Afternoon|Sat_Evening|Sat_Morning|Wed_Afternoon,4,3.18
S4616,Student_4616,Auditory,Statistics,Java|Python,Fri_Evening|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Evening|Tue_Afternoon|Tue_Morning,3,3.71
S4617,Student_4617,Visual,Python|Computer Networks|Data Structures,Operating Systems|Machine Learning,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Evening|Sat_Morning|Thu_Evening|Tue_Afternoon|Wed_Afternoon,1,3.21
S4618,Student_4618,Read-Write,Java|Operating Systems,,Fri_Afternoon|Mon_Evening|Thu_Afternoon|Wed_Morning,5,3.9
S4619,Student_4619,Read-Write,Machine Learning,Java|Operating Systems,Fri_Evening|Mon_Evening|Sat_Evening|Thu_Afternoon|Thu_Evening|Tue_Afternoon|Tue_Morning,4,2.41
S4620,Student_4620,Read-Write,Data Structures|Web Development,Python,Mon_Morning|Sat_Afternoon|Tue_Afternoon,2,2.89
S4621,Student_4621,Read-Write,Java,Python|Database Systems,Fri_Afternoon|Mon_Evening|Thu_Afternoon|Tue_Afternoon,7,3.4
S4622,Student_4622,Kinesthetic,Python|Web Development|Operating Systems,Database Systems,Fri_Morning|Sat_Afternoon|Thu_Afternoon|Thu_Evening|Tue_Morning|Wed_Afternoon,7,3.07
S4623,Student_4623,Visual,Calculus|Web Development,Statistics,Fri_Morning|Mon_Afternoon|Mon_Evening|Mon_Morning|Sat_Evening|Thu_Morning|Tue_Morning|Wed_Morning,8,2.51
S4624,Student_4624,Kinesthetic,Computer Networks|Calculus,,Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Evening|Thu_Morning|Tue_Afternoon|Wed_Morning,1,2.99
S4625,Student_4625,Kinesthetic,Database Systems|Statistics|Operating Systems,,Mon_Morning|Thu_Evening|Tue_Evening|Wed_Afternoon|Wed_Morning,7,2.13
S4626,Student_4626,Read-Write,Data Structures|Machine Learning|Python,Database Systems|Computer Networks,Fri_Afternoon|Thu_Afternoon|Tue_Evening|Wed_Evening,7,3.69
S4627,Student_4627,Kinesthetic,Machine Learning|Calculus,,Mon_Morning|Sat_Evening|Sat_Morning|Thu_Evening|Thu_Morning|Wed_Afternoon|Wed_Evening|Wed_Morning,6,2.39
S4628,Student_4628,Read-Write,Statistics|Java|Calculus,,Sat_Morning|Thu_Afternoon|Thu_Evening|Tue_Morning,4,2.45
S4629,Student_4629,Auditory,Computer Networks|Operating Systems|Database Systems,,Fri_Afternoon|Thu_Morning|Tue_Evening|Wed_Evening,4,2.7
S4630,Student_4630,Kinesthetic,Computer Networks,Java|Calculus,Mon_Afternoon|Sat_Morning|Thu_Morning|Tue_Afternoon|Tue_Evening|Tue_Morning,8,3.71
S4631,Student_4631,Kinesthetic,Java|Statistics|Database Systems,,Fri_Afternoon|Fri_Morning|Thu_Afternoon,7,2.56
S4632,Student_4632,Read-Write,Operating Systems|Calculus,Web Development|Computer Networks,Sat_Morning|Wed_Evening|Wed_Morning,7,3.87
S4633,Student_4633,Read-Write,Database Systems|Operating Systems,Computer Networks|Java,Fri_Afternoon|Fri_Morning|Thu_Morning,3,2.68
S4634,Student_4634,Kinesthetic,Java,,Fri_Evening|Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Thu_Afternoon|Wed_Afternoon,8,2.35
S4635,Student_4635,Visual,Calculus|Java|Statistics,Data Structures|Machine Learning,Fri_Afternoon|Fri_Evening|Mon_Evening|Mon_Morning|Thu_Afternoon|Thu_Evening|Tue_Evening|Wed_Afternoon,4,3.07
S4636,Student_4636,Kinesthetic,Machine Learning|Computer Networks|Data Structures,,Fri_Afternoon|Tue_Morning|Wed_Afternoon,5,3.95
S4637,Student_4637,Visual,Computer Networks|Operating Systems|Data Structures,Java,Fri_Afternoon|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Afternoon,6,2.07
S4638,Student_4638,Read-Write,Java,Database Systems|Python,Fri_Morning|Tue_Evening|Wed_Afternoon,3,3.97
S4639,Student_4639,Auditory,Operating Systems|Computer Networks,,Fri_Afternoon|Mon_Evening|Mon_Morning|Sat_Morning|Tue_Evening|Tue_Morning,2,3.0
S4640,Student_4640,Visual,Web Development|Machine Learning|Java,Calculus|Computer Networks,Mon_Evening|Mon_Morning|Sat_Evening|Thu_Afternoon,3,2.91
S4641,Student_4641,Kinesthetic,Data Structures|Operating Systems|Machine Learning,Computer Networks,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Afternoon|Thu_Morning|Tue_Morning,5,2.92
S4642,Student_4642,Read-Write,Python|Computer Networks|Operating Systems,Web Development|Machine Learning,Fri_Morning|Mon_Evening|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Evening|Wed_Evening,7,3.68
S4643,Student_4643,Visual,Calculus|Statistics,,Mon_Morning|Wed_Afternoon|Wed_Evening,8,2.2
S4644,Student_4644,Auditory,Computer Networks|Web Development|Calculus,Java,Fri_Evening|Mon_Afternoon|Mon_Evening|Tue_Morning|Wed_Afternoon,2,3.19
S4645,Student_4645,Visual,Data Structures,,Mon_Afternoon|Thu_Evening|Tue_Afternoon|Wed_Afternoon,2,3.07
S4646,Student_4646,Kinesthetic,Database Systems|Machine Learning|Statistics,Calculus,Fri_Evening|Mon_Afternoon|Mon_Morning|Sat_Evening|Thu_Afternoon|Wed_Afternoon,5,3.53
S4647,Student_4647,Kinesthetic,Python,,Fri_Afternoon|Fri_Evening|Mon_Evening|Sat_Evening|Thu_Evening|Tue_Evening|Tue_Morning|Wed_Evening,5,2.86
S4648,Student_4648,Read-Write,Web Development,,Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Evening|Thu_Morning|Wed_Afternoon,5,3.56
S4649,Student_4649,Auditory,Data Structures|Machine Learning|Web Development,Calculus,Mon_Afternoon|Sat_Evening|Thu_Evening|Tue_Afternoon|Tue_Morning,2,3.09
S4650,Student_4650,Visual,Statistics|Database Systems,,Fri_Morning|Mon_Morning|Sat_Afternoon|Thu_Afternoon|Wed_Morning,5,2.77
S4651,Student_4651,Kinesthetic,Database Systems|Statistics,Computer Networks|Calculus,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Afternoon|Sat_Evening|Thu_Evening,3,2.49
S4652,Student_4652,Read-Write,Data Structures,,Mon_Morning|Sat_Afternoon|Thu_Morning|Tue_Evening,2,2.71
S4653,Student_4653,Visual,Computer Networks|Web Development,Operating Systems|Machine Learning,Fri_Evening|Tue_Afternoon|Tue_Morning,3,3.55
S4654,Student_4654,Read-Write,Statistics,Calculus,Mon_Morning|Sat_Morning|Tue_Afternoon|Tue_Evening,2,3.35
S4655,Student_4655,Auditory,Operating Systems|Python|Java,Database Systems|Calculus,Fri_Evening|Mon_Evening|Sat_Evening|Tue_Morning|Wed_Afternoon,1,3.44
S4656,Student_4656,Auditory,Calculus|Operating Systems,Machine Learning,Fri_Evening|Mon_Evening|Sat_Afternoon|Thu_Morning|Tue_Afternoon|Wed_Afternoon,8,3.03
S4657,Student_4657,Read-Write,Operating Systems|Calculus|Statistics,,Sat_Evening|Sat_Morning|Thu_Afternoon|Thu_Evening|Thu_Morning|Tue_Evening|Wed_Afternoon,6,2.24
S4658,Student_4658,Kinesthetic,Machine Learning|Database Systems,,Sat_Morning|Thu_Morning|Wed_Afternoon,3,3.78
S4659,Student_4659,Kinesthetic,Data Structures,Statistics|Operating Systems,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Evening|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Wed_Evening,6,3.49
S4660,Student_4660,Kinesthetic,Data Structures|Computer Networks|Calculus,,Fri_Evening|Mon_Afternoon|Sat_Morning|Tue_Evening|Tue_Morning,1,3.06
S4661,Student_4661,Read-Write,Computer Networks,,Fri_Evening|Mon_Morning|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Evening|Wed_Evening,3,3.94
S4662,Student_4662,Read-Write,Computer Networks|Operating Systems|Calculus,Data Structures,Fri_Afternoon|Mon_Afternoon|Sat_Afternoon|Thu_Morning|Tue_Evening|Wed_Evening,7,3.1
S4663,Student_4663,Auditory,Data Structures|Operating Systems,,Mon_Morning|Sat_Morning|Thu_Morning|Tue_Evening|Wed_Afternoon,6,2.52
S4664,Student_4664,Read-Write,Data Structures|Machine Learning,Database Systems,Fri_Afternoon|Wed_Afternoon|Wed_Morning,4,2.76
S4665,Student_4665,Auditory,Database Systems,,Mon_Morning|Tue_Morning|Wed_Evening,6,2.6
S4666,Student_4666,Kinesthetic,Java|Data Structures|Database Systems,Machine Learning,Mon_Morning|Sat_Afternoon|Sat_Evening|Thu_Morning|Wed_Morning,7,2.82
S4667,Student_4667,Kinesthetic,Calculus|Database Systems,Machine Learning|Operating Systems,Sat_Morning|Thu_Afternoon|Thu_Evening,8,3.93
S4668,Student_4668,Read-Write,Statistics|Data Structures|Database Systems,Calculus,Fri_Afternoon|Tue_Evening|Tue_Morning|Wed_Afternoon,2,3.2
S4669,Student_4669,Visual,Calculus|Machine Learning|Web Development,Data Structures|Java,Fri_Morning|Mon_Afternoon|Sat_Afternoon|Sat_Evening|Tue_Morning|Wed_Afternoon|Wed_Evening,4,3.86
S4670,Student_4670,Visual,Data Structures|Statistics|Python,Database Systems|Operating Systems,Fri_Afternoon|Fri_Evening|Fri_Morning|Mon_Morning|Sat_Evening|Thu_Evening|Wed_Morning,5,3.86
S4671,Student_4671,Visual,Machine Learning,Computer Networks,Fri_Evening|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Wed_Afternoon|Wed_Evening|Wed_Morning,3,2.98
S4672,Student_4672,Read-Write,Statistics|Data Structures,,Thu_Evening|Thu_Morning|Wed_Morning,4,2.56
S4673,Student_4673,Auditory,Java|Statistics|Database Systems,Computer Networks,Fri_Afternoon|Mon_Evening|Sat_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Afternoon,6,3.44
S4674,Student_4674,Read-Write,Machine Learning,Database Systems,Fri_Afternoon|Fri_Evening|Mon_Morning|Sat_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning,3,3.68
S4675,Student_4675,Visual,Web Development,,Fri_Afternoon|Fri_Morning|Mon_Afternoon|Mon_Morning|Sat_Afternoon|Tue_Afternoon|Tue_Morning|Wed_Afternoon,6,2.65
S4676,Student_4676,Read-Write,Operating Systems|Statistics,,Fri_Evening|Mon_Evening|Sat_Evening,7,3.87
S4677,Student_4677,Kinesthetic,Database Systems,,Sat_Afternoon|Thu_Morning|Tue_Afternoon|Tue_Morning|Wed_Afternoon|Wed_Morning,8,3.52
S4678,Student_4678,Visual,Database Systems,Machine Learning|Statistics,Fri_Afternoon|Mon_Afternoon|Sat_Evening|Thu_Afternoon|Tue_Afternoon|Tue_Evening|Wed_Morning,2,2.41
S4679,Student_4679,Kinesthetic,Statistics|Python,Operating Systems,Sat_Evening|Thu_Evening|Tue_Afternoon|Tue_Evening|Wed_Afternoon,4,2.18
S4680,Student_4680,Read-Write,Statistics|Machine Learning,,Fri_Evening|Thu_Evening|Tue_Evening|Wed_Morning,6,2.77
S4681,Student_4681,Read-Write,Python,,Mon_Afternoon|Mon_Evening|Mon_Morning|Thu_Morning,1,3.85
S4682,Student_4682,Visual,Database Systems,,Fri_Evening|Sat_Afternoon|Tue_Afternoon,7,3.58
S4683,Student_4683,Kinesthetic,Computer Networks|Web Development,Python,Fri_Evening|Mon_Afternoon|Mon_Evening|Sat_Afternoon|Sat_Morning|Thu_Evening|Thu_Morning,5,3.0
S4684,Student_4684,Kinesthetic,Machine Learning,Calculus,Mon_Evening|Mon_Morning|Thu_Afternoon|Tue_Afternoon|Wed_Evening,5,3.97
S4685,Student_4685,Kinesthetic,Java|Machine Learning,,Fri_Afternoon|Mon_Evening|Thu_Afternoon|Tue_Morning|Wed_Evening|Wed_Morning,5,3.52
S4686,Student_4686,Auditory,Java|Machine Learning|Web Development,Statistics,Fri_Evening|Fri_Morning|Mon_Afternoon|Sat_Afternoon|Sat_Evening|Sat_Morning|Thu_Morning|Tue_Afternoon,6,3.29
S4687,Student_4687,Auditory,Data Structures|Python,,Mon_Afternoon|Mon_Morning|Sat_Afternoon|Sat_Morning,4,3.71
S4688,Student_4688,Auditory,Web Development|Database Systems|Statistics,Computer Networks|Calculus,Fri_Evening|Mon_Afternoon|Sat_Morning|Thu_Afternoon|Thu_Morning|Tue_Morning,5,2.61
S4689,Student_4689,Read-Write,Computer Networks|Calculus,Operating Systems|Database Systems,Fri_Afternoon|Mon_Afternoon|Thu_Afternoon|Thu_Morning|Tue_Morning|Wed_Evening,2,2.17
S4690,Student_4690,Auditory,Operating Systems,,Fri_Evening|Fri_Morning|Mon_Evening|Sat_Afternoon|Sat_Evening|Thu_Morning|Tue_Evening|Wed_Evening,2,2.33
